weight,quality,color,clarity,depth_percent,table_percent,price,volume
0.54,Ideal,D,VS2,0.613,0.56,7.597,88.13761199999999
1.09,Premium,H,VS1,0.602,0.59,8.676,180.365471
0.7,Good,I,SI2,0.632,0.6,7.35,110.10423
0.4,Good,F,VVS2,0.622,0.63,6.842,63.59921400000001
0.53,Premium,D,VS2,0.624,0.59,7.537,85.733144
0.41,Ideal,F,VVS2,0.614,0.56,7.017,67.313064
0.35,Ideal,D,VS2,0.624,0.57,6.72,58.200648
0.37,Ideal,F,VS2,0.606,0.56,6.615,60.367792
0.63,Ideal,F,IF,0.609,0.57,8.229,104.111098
1.54,Ideal,G,VS2,0.606,0.57,9.53,257.86572
0.93,Premium,E,SI2,0.629,0.57,8.29,151.268125
1.01,Ideal,E,SI2,0.616,0.58,8.448,167.28075
0.56,Ideal,H,VS1,0.616,0.56,7.575,93.00571199999996
1.21,Premium,J,VVS2,0.608,0.6,8.626,197.282624
0.32,Good,F,SI2,0.638,0.55,6.292,52.29483
0.27,Ideal,E,VVS1,0.617,0.57,6.741,44.089344
0.91,Ideal,F,SI2,0.624,0.57,8.228,148.76125199999998
0.93,Ideal,G,SI1,0.622,0.58,8.448,149.72256000000002
1.14,Premium,H,SI1,0.619,0.58,8.605,185.288598
0.23,Very Good,E,VVS2,0.606,0.55,6.17,40.08543
0.8,Very Good,F,VS1,0.626,0.57,8.221,131.24904
1.01,Ideal,F,SI2,0.624,0.56,8.225,164.3488
1.22,Ideal,F,VS2,0.615,0.57,9.081,201.280008
0.71,Ideal,G,VVS2,0.613,0.56,8.104,117.11657499999995
0.38,Premium,D,SI1,0.591,0.58,6.703,63.533538
1.55,Ideal,J,VS1,0.595,0.6,9.1,255.601332
0.37,Ideal,E,VS2,0.612,0.57,6.698,59.92838399999999
0.38,Ideal,G,VS2,0.595,0.58,6.581,64.120725
0.4,Premium,F,VS1,0.611,0.59,6.957,64.656525
0.42,Ideal,E,SI1,0.618,0.56,6.836,69.23136
0.78,Good,F,SI2,0.627,0.61,7.801,123.6328
0.7,Very Good,F,VS2,0.616,0.6,7.861,112.194077
0.33,Premium,H,IF,0.618,0.6,6.766,53.333280000000016
1.02,Premium,D,VS2,0.598,0.61,8.841,169.89154200000002
0.51,Ideal,H,VS2,0.609,0.564,7.219,84.03255
0.31,Ideal,G,VVS2,0.609,0.56,6.532,52.43348
0.4,Very Good,E,VVS2,0.621,0.59,7.081,63.871590000000005
0.7,Ideal,D,VS1,0.625,0.57,8.12,113.60568
0.7,Premium,E,SI2,0.621,0.59,7.729,111.33325
0.71,Ideal,D,SI2,0.615,0.56,7.867,117.447288
1.56,Ideal,G,SI1,0.612,0.56,9.352,258.187041
0.55,Premium,H,VS2,0.621,0.58,7.217,90.643092
1.47,Premium,F,SI2,0.594,0.59,9.001,244.989108
1.14,Ideal,E,SI2,0.624,0.57,8.608,185.07008
1.01,Very Good,J,SI2,0.628,0.59,8.27,161.13934200000003
1.01,Very Good,D,SI1,0.629,0.59,8.602,165.583431
0.3,Ideal,F,IF,0.621,0.55,6.787,50.43346499999999
0.31,Ideal,G,VS2,0.618,0.57,6.548,50.901256
0.32,Ideal,F,VS2,0.616,0.55,6.719,53.018240000000006
0.31,Ideal,G,VVS1,0.625,0.56,6.649,50.084034
1.2,Premium,J,SI1,0.615,0.59,8.446,195.63768
0.45,Good,D,VS2,0.637,0.61,7.088,69.16395200000001
1.5,Premium,G,VS2,0.603,0.6,9.456,234.46896
0.71,Premium,E,SI2,0.611,0.58,7.743,115.846848
0.71,Premium,G,SI2,0.624,0.59,7.582,111.966624
1.02,Very Good,H,SI1,0.635,0.56,8.456,166.032888
1.05,Very Good,H,SI1,0.632,0.59,8.531,167.59436399999996
1.01,Premium,G,VS1,0.623,0.59,8.779,163.428804
0.71,Very Good,H,VVS2,0.63,0.58,7.904,115.493664
1.51,Ideal,G,VS1,0.611,0.57,9.585,247.179816
0.27,Premium,E,VS1,0.615,0.58,6.153,45.401292000000005
1.91,Very Good,G,SI1,0.631,0.59,9.632,308.60718
0.53,Ideal,G,SI1,0.627,0.55,7.176,86.60034000000002
0.31,Ideal,H,SI1,0.611,0.56,6.14,50.98765499999999
0.31,Ideal,E,VVS2,0.61,0.56,6.953,52.31431299999999
0.51,Premium,E,VS2,0.625,0.59,7.416,82.225896
0.71,Ideal,H,SI1,0.621,0.57,7.746,115.214256
0.5,Premium,G,VVS1,0.61,0.6,7.584,80.88985600000001
1.09,Premium,G,SI1,0.618,0.59,8.371,174.71276199999997
0.61,Premium,E,SI2,0.613,0.59,7.447,98.358876
0.73,Ideal,F,VVS1,0.619,0.56,8.114,120.55507199999998
0.3,Very Good,H,SI1,0.634,0.6,6.317,48.359475
1.51,Good,F,SI2,0.634,0.57,9.138,243.650025
0.3,Ideal,E,VS1,0.6,0.56,6.497,51.110136
0.31,Ideal,J,VVS2,0.603,0.6,6.165,52.2786
0.42,Ideal,E,VVS2,0.613,0.56,7.103,69.05235999999998
1.04,Premium,F,VVS2,0.621,0.56,9.061,171.211968
0.93,Premium,D,SI1,0.608,0.59,8.4,148.67424
0.3,Ideal,F,VS1,0.621,0.55,6.417,50.43346499999999
0.52,Ideal,F,VS2,0.625,0.56,7.396,84.805632
1.11,Very Good,I,SI2,0.625,0.58,8.399,181.42929
1.02,Good,G,VS1,0.643,0.57,8.709,161.64971199999997
1.01,Ideal,D,SI1,0.62,0.55,8.649,164.03769
1.01,Ideal,H,SI1,0.629,0.55,8.471,162.9664
0.96,Fair,G,I1,0.645,0.6,7.634,149.04489600000002
1.13,Very Good,F,SI1,0.61,0.58,8.521,185.14575
1.36,Ideal,J,VVS2,0.619,0.56,8.85,225.644536
0.6,Ideal,E,SI1,0.615,0.56,7.46,99.491315
0.36,Ideal,H,IF,0.613,0.57,7.059,59.670918
1.01,Good,F,SI1,0.635,0.59,8.497,161.32340399999998
1.51,Good,I,SI1,0.638,0.59,8.743,242.165154
0.3,Ideal,G,IF,0.622,0.56,6.745,48.612564
0.62,Premium,F,SI1,0.613,0.6,7.398,100.05110000000002
0.53,Ideal,D,VS2,0.612,0.56,7.527,86.75524
0.32,Premium,I,SI1,0.616,0.61,6.292,51.79680000000002
1.5,Good,J,VS1,0.6409999999999999,0.55,9.044,237.12954
1.26,Ideal,G,VVS2,0.614,0.55,9.398,208.71021600000003
0.7,Very Good,D,VVS1,0.627,0.54,8.353,115.581249
1.62,Premium,F,VS2,0.611,0.6,9.604,264.398904
0.46,Very Good,F,SI2,0.615,0.56,6.696,76.595886
1.2,Ideal,G,VS1,0.623,0.56,9.041,195.305022
0.3,Ideal,H,VS2,0.617,0.57,6.118,48.997440000000005
0.44,Premium,E,SI1,0.623,0.59,6.697,71.566176
1.01,Premium,E,SI1,0.607,0.58,8.617,165.95280000000002
0.57,Ideal,I,VS2,0.619,0.57,7.251,92.93921
0.3,Ideal,F,SI1,0.602,0.56,6.163,50.76086400000001
1.5,Premium,I,VVS2,0.597,0.6,9.282,255.8034
0.31,Premium,G,SI1,0.63,0.58,6.385,50.76064
0.31,Very Good,D,SI1,0.635,0.56,6.596,50.477427
0.35,Ideal,F,VS2,0.622,0.55,6.56,56.82432000000001
0.31,Ideal,E,VVS1,0.615,0.56,6.749,50.82834400000001
1.06,Ideal,H,SI2,0.617,0.6,8.422,170.891406
1.06,Premium,F,VVS2,0.618,0.58,9.114,171.3153
0.32,Ideal,E,VS2,0.622,0.56,6.554,52.61174100000001
0.32,Premium,G,VS2,0.623,0.6,6.33,52.49244
0.44,Ideal,E,VS2,0.615,0.56,6.911,72.80616
0.44,Ideal,E,VVS2,0.619,0.56,7.196,72.60122399999999
0.29,Ideal,F,VVS1,0.617,0.55,6.703,47.8397
0.57,Ideal,F,VVS2,0.62,0.55,7.757,92.59047
0.51,Ideal,F,VVS2,0.622,0.55,7.6,83.19897600000002
0.58,Very Good,F,SI1,0.626,0.57,7.225,93.246848
0.3,Ideal,H,VS2,0.621,0.57,6.196,48.84026
0.6,Ideal,F,VS2,0.621,0.57,7.532,96.673962
0.54,Premium,I,VS1,0.615,0.58,7.236,89.983872
0.9,Premium,E,VS2,0.629,0.58,8.374,145.28268000000003
0.43,Ideal,G,VVS1,0.618,0.55,7.076,72.06626000000001
0.61,Ideal,D,VS2,0.61,0.57,7.699,102.008592
0.28,Very Good,E,VVS2,0.61,0.57,6.561,46.2723
0.33,Ideal,F,VS2,0.619,0.55,6.501,54.33395
0.36,Ideal,D,SI1,0.627,0.57,6.746,59.598396
0.52,Ideal,F,VVS1,0.623,0.56,7.755,85.13690399999999
1.7,Premium,I,SI2,0.594,0.59,8.889,280.959975
1.54,Ideal,G,VVS2,0.62,0.54,9.643,251.003232
0.4,Ideal,F,VS2,0.62,0.57,6.736,64.77494399999999
0.7,Ideal,G,VS2,0.618,0.57,7.982,114.163456
1.21,Very Good,G,SI2,0.589,0.61,8.494,197.268062
0.24,Very Good,H,IF,0.613,0.56,6.107,40.677952
1.01,Fair,H,VS2,0.645,0.6,8.466,159.46875
0.3,Ideal,H,VS1,0.621,0.57,6.229,48.84026
1.5,Good,I,SI1,0.631,0.54,9.019,247.887948
0.79,Ideal,F,VVS1,0.615,0.55,8.488,130.58227000000002
0.3,Ideal,I,VS1,0.61,0.56,6.41,50.56527
0.71,Ideal,H,SI2,0.627,0.57,7.686,114.651224
0.7,Very Good,F,VVS2,0.632,0.58,7.983,112.83776
0.4,Ideal,F,VVS2,0.617,0.55,7.059,66.107832
0.56,Very Good,G,VS2,0.634,0.58,7.371,91.955952
1.2,Premium,J,VS2,0.603,0.59,8.459,199.68462
0.29,Good,E,VVS2,0.627,0.62,6.425,46.790568000000015
0.72,Premium,D,SI2,0.603,0.58,7.818,116.794944
0.7,Good,H,SI1,0.642,0.58,7.531,113.09688
0.52,Ideal,G,VVS2,0.61,0.56,7.607,86.315376
0.41,Very Good,F,VS1,0.621,0.6,6.79,65.9148
0.71,Ideal,I,VVS2,0.606,0.57,7.809,115.58670600000002
0.5,Premium,E,SI1,0.602,0.58,7.255,82.96547
0.81,Premium,E,SI1,0.608,0.59,8.093,129.37501500000002
0.91,Premium,E,SI2,0.616,0.6,8.255,141.20157999999998
0.32,Very Good,H,SI1,0.634,0.55,6.382,52.89813600000001
0.43,Ideal,G,VVS2,0.609,0.57,7.25,70.58323800000001
1.01,Very Good,E,VS1,0.621,0.58,8.853,164.449845
0.27,Ideal,D,VVS1,0.617,0.57,6.373,45.077760000000005
0.41,Premium,D,SI2,0.612,0.59,6.775,67.08528
0.23,Good,E,VVS2,0.645,0.55,6.157,37.5375
1.08,Very Good,D,VS1,0.605,0.58,9.049,172.309722
1.0,Very Good,E,SI1,0.594,0.63,8.58,159.088242
0.34,Ideal,I,SI1,0.619,0.57,6.378,56.622492
0.33,Premium,F,SI2,0.623,0.58,6.073,53.603
1.04,Premium,D,VS2,0.62,0.6,8.827,167.860605
0.35,Very Good,E,VS2,0.589,0.59,6.642,57.929472
1.01,Premium,F,VVS2,0.604,0.59,9.13,163.67455500000003
1.55,Premium,J,SI2,0.626,0.57,8.838,248.16264
0.73,Premium,J,VS1,0.602,0.58,7.619,120.255168
1.56,Ideal,D,SI1,0.622,0.58,9.3,251.55284
0.31,Ideal,H,IF,0.618,0.57,6.671,50.36256
1.0,Very Good,E,SI1,0.633,0.57,8.527,160.67268
0.32,Very Good,G,SI1,0.609,0.58,6.168,52.432404000000005
1.39,Premium,J,VS1,0.608,0.58,8.887,230.31624
0.43,Premium,D,SI1,0.612,0.58,6.721,69.86063700000001
1.36,Very Good,F,VS1,0.627,0.6,9.388,218.25531
0.34,Ideal,J,VS1,0.619,0.55,6.023,57.20399999999999
1.5,Very Good,F,I1,0.632,0.57,8.704,242.258364
0.31,Premium,H,VS2,0.589,0.61,6.373,51.765436
0.9,Premium,E,SI2,0.601,0.62,8.244,147.343872
1.01,Good,F,VS2,0.6409999999999999,0.59,8.706,152.35589600000003
1.07,Very Good,I,SI1,0.626,0.58,8.401,174.39473700000002
1.0,Premium,J,VS2,0.607,0.61,8.212,163.3268
0.48,Ideal,G,VS1,0.619,0.55,7.387,79.25174399999999
0.32,Ideal,E,VVS2,0.623,0.56,6.985,52.49244
1.19,Premium,I,VS2,0.617,0.57,8.601,194.48856
0.4,Ideal,E,VVS2,0.625,0.54,6.831,67.1517
0.61,Premium,F,SI1,0.624,0.59,7.344,95.597814
0.72,Ideal,D,VS2,0.609,0.55,8.082,120.64781499999998
0.55,Very Good,D,SI1,0.612,0.58,7.434,89.257112
0.33,Very Good,D,SI1,0.631,0.55,6.59,55.19696
1.16,Ideal,D,VS1,0.612,0.58,9.234,187.893524
1.51,Good,H,VS2,0.635,0.6,9.271,242.646428
1.53,Ideal,G,VS1,0.605,0.57,9.7,251.650784
0.56,Premium,G,VS1,0.624,0.58,7.557,90.74447999999998
0.5,Very Good,I,SI1,0.634,0.62,6.978,77.96249999999999
0.54,Ideal,G,VS2,0.615,0.55,7.26,89.195804
1.06,Very Good,F,SI1,0.588,0.57,8.611,178.10234
1.09,Very Good,G,VS1,0.597,0.63,8.772,179.28400000000002
1.58,Ideal,I,VS1,0.624,0.54,9.298,257.184992
0.34,Very Good,H,SI1,0.633,0.56,6.443,55.96854
1.0,Premium,F,SI1,0.608,0.59,8.351,161.65699500000002
0.26,Ideal,H,IF,0.621,0.55,6.301,43.073835
0.9,Very Good,G,VVS1,0.623,0.58,8.434,146.79819
0.54,Ideal,G,SI1,0.626,0.57,7.236,87.71035
0.71,Ideal,G,VS2,0.613,0.56,7.938,115.242075
0.51,Ideal,D,SI1,0.626,0.57,7.39,82.80857200000001
1.5,Good,E,VS2,0.639,0.58,9.549,240.31008000000003
1.4,Premium,H,SI1,0.622,0.58,9.015,226.347648
1.04,Ideal,J,SI1,0.62,0.53,8.405,172.69402499999998
1.19,Premium,I,SI1,0.621,0.59,8.642,196.167096
0.63,Ideal,G,VS2,0.619,0.58,7.749,102.66232
0.5,Very Good,E,VS2,0.609,0.58,7.381,83.441732
0.9,Very Good,G,SI1,0.629,0.54,8.39,146.372688
0.3,Ideal,H,SI1,0.616,0.54,6.109,50.711228000000006
0.58,Ideal,H,VS1,0.611,0.57,7.473,96.22668
0.32,Very Good,D,SI1,0.628,0.56,6.378,53.310504
0.7,Premium,H,SI2,0.605,0.61,7.5,114.1283
1.0,Very Good,D,VS2,0.635,0.57,8.821,162.241352
1.12,Premium,H,I1,0.591,0.61,7.956,183.06
1.01,Premium,D,VS1,0.621,0.58,8.933,161.84896
0.6,Ideal,I,SI1,0.621,0.55,7.237,97.86623
0.5,Very Good,D,VS2,0.611,0.58,7.406,80.572947
1.05,Ideal,F,VVS2,0.615,0.57,9.12,171.93821399999996
1.02,Ideal,G,VS2,0.619,0.53,8.727,169.3224
0.3,Ideal,G,SI1,0.623,0.58,6.168,48.49924800000001
0.71,Ideal,F,VS2,0.618,0.562,8.047,115.69575
0.75,Very Good,D,VVS2,0.594,0.59,8.446,122.594472
0.31,Good,H,VS2,0.631,0.57,6.192,49.990828
0.7,Very Good,F,SI2,0.588,0.57,7.611,118.874925
0.44,Premium,G,SI1,0.619,0.58,6.649,70.56630000000001
1.01,Very Good,F,VVS2,0.611,0.58,9.112,163.912274
0.62,Ideal,H,VS1,0.618,0.54,7.511,103.71515
0.5,Good,E,VS2,0.631,0.61,7.258,80.0425
1.54,Good,I,SI2,0.633,0.6,8.896,248.961056
0.51,Ideal,G,VVS2,0.625,0.59,7.509,82.970624
0.31,Ideal,E,VS1,0.611,0.54,6.54,51.53104
0.32,Ideal,F,VVS2,0.607,0.57,6.974,52.90961
0.4,Ideal,F,VS2,0.606,0.55,6.736,67.04523600000002
0.35,Ideal,E,SI1,0.616,0.55,6.612,58.42973500000001
0.3,Premium,G,VVS2,0.612,0.59,6.778,49.68352499999999
0.32,Premium,E,SI1,0.622,0.58,6.579,52.061888
0.93,Very Good,F,VS2,0.627,0.58,8.502,152.242497
0.57,Ideal,G,VS1,0.612,0.55,7.571,94.69607
0.32,Ideal,H,VVS1,0.62,0.55,6.562,54.08975
0.54,Ideal,D,VS1,0.62,0.56,7.571,88.6221
0.54,Very Good,G,SI1,0.628,0.59,7.238,86.265648
0.53,Premium,E,SI2,0.622,0.57,6.892,86.39904000000001
0.43,Ideal,D,SI1,0.616,0.56,6.943,69.80709600000002
1.04,Premium,J,SI1,0.602,0.56,8.303,171.18842400000003
1.0,Very Good,D,SI1,0.598,0.59,8.643,163.424436
0.81,Ideal,G,SI2,0.622,0.57,7.97,133.0272
0.9,Premium,E,VS1,0.621,0.59,8.54,142.3233
0.26,Very Good,D,VVS1,0.621,0.6,6.317,42.007108
0.5,Ideal,G,VVS1,0.622,0.54,7.541,83.19833999999999
1.34,Ideal,G,VS2,0.619,0.56,9.149,219.2409
0.32,Fair,D,VVS1,0.624,0.61,6.774,53.4798
0.8,Premium,F,VS2,0.616,0.58,8.14,133.41978000000003
0.3,Ideal,H,VS2,0.621,0.55,6.196,50.97276000000001
0.59,Good,F,SI1,0.595,0.62,7.184,97.7185
0.31,Ideal,F,VS2,0.628,0.57,6.687,51.658152
1.09,Premium,E,SI2,0.614,0.58,8.542,180.426168
1.0,Good,G,VS2,0.591,0.62,8.759,157.3542
0.81,Premium,F,SI1,0.594,0.6,7.784,134.25747400000003
0.32,Ideal,F,IF,0.611,0.55,6.892,53.98329600000001
0.24,Very Good,D,VVS2,0.619,0.58,6.17,40.339494
1.06,Very Good,H,SI1,0.628,0.58,8.473,170.900521
1.09,Ideal,I,VS1,0.614,0.56,8.736,179.17198200000004
0.56,Ideal,F,VS2,0.613,0.54,7.452,94.056624
0.28,Very Good,E,VS1,0.595,0.59,6.188,47.960055
0.84,Ideal,J,VS2,0.611,0.57,7.904,139.020084
1.14,Very Good,E,SI2,0.626,0.56,8.5,184.959099
1.2,Premium,D,VS2,0.611,0.58,9.226,195.56339
0.29,Very Good,D,SI2,0.597,0.56,6.558,50.37736
0.3,Ideal,I,SI1,0.622,0.57,6.227,48.09087499999999
0.55,Ideal,G,VS2,0.618,0.55,7.447,90.7095
1.5,Premium,F,VS2,0.616,0.58,9.552,243.513644
0.3,Good,G,VVS2,0.633,0.57,6.528,48.587049
0.52,Ideal,F,IF,0.606,0.57,7.854,85.93999199999999
0.56,Ideal,H,VVS1,0.621,0.5379999999999999,7.581,92.413139
0.3,Very Good,E,VVS2,0.625,0.56,6.609,49.32272
0.91,Good,H,VS2,0.631,0.59,8.274,146.51190400000002
0.38,Ideal,E,VS2,0.617,0.54,6.945,62.80934399999999
1.53,Very Good,H,VS1,0.595,0.63,9.2,248.64108
0.32,Ideal,D,SI1,0.627,0.54,6.378,52.877
0.32,Ideal,G,SI2,0.625,0.57,6.043,52.01469
0.73,Premium,E,SI2,0.601,0.59,7.758,119.913534
1.1,Very Good,G,VS2,0.619,0.57,8.759,179.67635
0.38,Ideal,H,VS1,0.622,0.537,6.644,62.83836
0.81,Ideal,E,VS1,0.616,0.55,8.469,132.39424799999998
0.31,Ideal,E,VS1,0.609,0.57,6.599,51.884532
0.37,Very Good,G,IF,0.618,0.56,6.911,60.8304
0.5,Very Good,G,VS1,0.61,0.59,7.393,81.62731199999999
0.37,Premium,G,VS2,0.612,0.57,6.725,59.929794
0.3,Premium,G,SI2,0.625,0.59,5.976,49.321916
0.34,Good,F,VS1,0.606,0.63,6.545,56.091636
0.91,Ideal,F,SI1,0.602,0.57,8.321,151.53868
1.22,Premium,I,SI1,0.613,0.58,8.631,203.03664000000003
1.03,Premium,H,SI1,0.611,0.59,8.434,170.1336
0.34,Ideal,E,VS2,0.625,0.55,6.863,56.196
0.53,Ideal,H,VVS1,0.624,0.54,7.463,87.27264000000001
1.71,Ideal,I,VVS2,0.619,0.57,9.522,276.44674200000003
0.95,Ideal,G,SI1,0.607,0.56,8.405,151.133334
0.31,Ideal,D,SI1,0.617,0.56,6.293,51.135555
0.32,Ideal,E,VVS1,0.617,0.56,6.861,52.89856
0.77,Ideal,H,SI1,0.617,0.56,7.868,124.9443
1.0,Premium,F,SI1,0.603,0.58,8.556,161.832169
0.41,Very Good,J,VS1,0.618,0.56,6.541,67.11987500000001
0.71,Very Good,G,SI2,0.613,0.58,7.641,115.97520000000002
0.31,Ideal,E,VS2,0.62,0.56,6.522,51.20766
0.31,Very Good,G,VS1,0.629,0.57,6.438,50.34096
1.22,Ideal,G,VS1,0.607,0.57,9.105,202.476582
0.53,Premium,D,VS2,0.599,0.58,7.458,87.928264
0.82,Ideal,F,SI1,0.611,0.56,8.14,136.694208
1.0,Ideal,D,SI1,0.622,0.56,8.679,160.43148
1.31,Ideal,F,VS1,0.617,0.56,9.318,214.486272
0.37,Ideal,D,VVS1,0.62,0.56,7.117,60.1749
0.31,Premium,F,VS2,0.614,0.62,6.687,49.871808
1.03,Ideal,G,SI2,0.618,0.55,8.43,168.638946
1.0,Ideal,F,SI1,0.619,0.56,8.556,161.03202000000002
0.31,Premium,F,VS2,0.627,0.59,6.687,50.57402
0.9,Good,G,I1,0.636,0.61,7.708,140.918085
1.16,Ideal,G,VS2,0.622,0.55,8.936,192.67065
1.53,Very Good,G,VS1,0.628,0.59,9.487,248.36467200000004
1.28,Ideal,G,SI2,0.615,0.57,8.766,207.6228
0.41,Premium,E,SI1,0.605,0.61,6.876,66.5376
0.9,Very Good,H,SI2,0.624,0.58,8.086,144.15200800000002
0.33,Ideal,G,VS2,0.625,0.57,6.361,53.239725
0.78,Good,E,SI2,0.637,0.54,7.768,123.915366
0.52,Very Good,G,VVS2,0.599,0.56,7.514,86.379516
1.01,Very Good,G,VVS2,0.619,0.58,8.88,163.11618400000003
1.0,Premium,G,I1,0.59,0.6,7.725,159.411274
0.5,Ideal,E,VS1,0.622,0.54,7.418,83.19833999999999
0.37,Good,D,SI1,0.637,0.55,6.773,60.773895
1.32,Premium,I,SI1,0.603,0.6,8.803,217.170954
0.36,Very Good,E,SI1,0.608,0.59,6.447,58.18651199999999
0.5,Ideal,I,SI1,0.614,0.56,6.972,83.647728
0.31,Ideal,H,SI1,0.624,0.55,6.14,50.62094999999999
0.4,Very Good,D,VS2,0.633,0.58,6.739,63.432852
1.2,Ideal,I,VS1,0.625,0.55,8.801,195.190944
0.31,Very Good,G,SI1,0.632,0.54,6.385,50.94807899999999
1.17,Very Good,H,SI1,0.596,0.62,8.754,191.440128
1.55,Ideal,H,SI2,0.62,0.58,9.11,252.91536
1.09,Ideal,H,VS2,0.613,0.56,8.746,176.414355
0.24,Very Good,E,VVS2,0.622,0.6,6.184,39.480856
0.5,Very Good,J,SI1,0.632,0.55,6.908,81.35169900000001
0.3,Ideal,G,VVS2,0.624,0.57,6.5,48.90986099999999
0.32,Very Good,F,VVS2,0.632,0.52,6.526,53.262114
0.31,Ideal,D,VS2,0.616,0.55,6.848,51.253108
0.31,Ideal,E,VVS1,0.613,0.56,6.97,52.50879
0.5,Premium,D,VS2,0.619,0.58,7.469,80.71056
0.7,Ideal,D,VS2,0.628,0.57,8.006,117.455825
0.74,Ideal,E,SI2,0.609,0.57,7.861,122.58915899999998
1.21,Ideal,H,VS1,0.605,0.57,8.86,198.245136
0.54,Ideal,G,VS1,0.614,0.55,7.533,90.32472
0.71,Premium,E,SI1,0.613,0.56,7.943,116.91148200000002
0.34,Ideal,E,SI2,0.629,0.56,6.417,56.02016000000001
1.71,Premium,I,SI1,0.602,0.58,9.306,282.5433
0.31,Ideal,D,VS2,0.607,0.56,6.599,50.49044999999999
0.64,Premium,E,VVS2,0.621,0.58,7.962,105.386464
1.24,Premium,I,VS2,0.601,0.59,8.681,204.9138
0.3,Very Good,G,VVS1,0.598,0.62,6.603,49.084880000000005
0.7,Premium,G,VS1,0.606,0.62,7.882,109.880736
1.14,Premium,H,SI2,0.606,0.59,8.456,189.20796
1.51,Ideal,H,VS1,0.623,0.57,9.39,243.46413
1.5,Very Good,I,VVS2,0.633,0.58,9.219,241.593732
0.31,Very Good,G,SI2,0.633,0.54,6.26,50.828778
0.32,Very Good,F,VVS1,0.627,0.6,6.831,51.11424
0.41,Good,F,SI1,0.637,0.58,6.558,67.199454
0.51,Ideal,E,SI1,0.625,0.56,7.203,82.22526
0.3,Good,I,VS1,0.635,0.57,6.159,49.29381600000001
1.07,Ideal,F,SI2,0.62,0.57,8.469,173.90603999999996
0.74,Ideal,F,VS1,0.62,0.5479999999999999,8.114,122.27900299999996
0.53,Very Good,F,SI1,0.615,0.59,7.185,84.99663000000001
0.25,Premium,E,VVS2,0.625,0.59,6.356,40.926816
0.34,Premium,H,VVS1,0.612,0.58,6.51,55.56320000000001
0.28,Very Good,F,VVS2,0.626,0.55,6.561,45.99672
0.41,Premium,G,SI1,0.613,0.6,6.578,66.943175
0.3,Ideal,F,VS2,0.623,0.55,6.351,50.20078
1.01,Ideal,F,SI2,0.617,0.56,8.548,165.576358
0.31,Ideal,H,VS2,0.622,0.53,6.443,53.165316
0.71,Premium,F,SI2,0.621,0.6,7.682,112.04481599999998
1.03,Very Good,H,SI2,0.613,0.56,8.465,169.35555000000002
0.73,Ideal,J,VS2,0.628,0.55,7.628,116.517544
0.51,Good,D,SI2,0.638,0.56,7.145,83.612412
0.41,Ideal,F,SI1,0.618,0.56,6.567,67.11987500000001
0.73,Premium,E,VS2,0.619,0.57,8.048,118.854225
1.13,Very Good,E,SI2,0.594,0.62,8.286,187.081896
0.71,Ideal,F,VS2,0.622,0.55,8.133,117.62150399999996
0.36,Premium,F,VVS2,0.625,0.56,6.851,59.2572
0.3,Premium,F,VS1,0.619,0.59,6.738,48.54269999999999
1.0,Premium,F,SI1,0.625,0.59,8.547,161.240148
1.09,Very Good,D,SI2,0.622,0.59,8.433,168.95936200000003
0.41,Ideal,I,VVS2,0.623,0.56,6.718,66.783816
0.42,Ideal,G,VS1,0.618,0.56,6.892,69.23136
0.4,Very Good,E,SI1,0.629,0.59,6.532,65.524928
1.5,Good,I,SI1,0.629,0.6,9.007,228.896608
0.32,Ideal,H,VVS2,0.615,0.55,6.443,53.25868800000001
0.31,Premium,E,SI1,0.601,0.61,6.548,50.3382
0.72,Very Good,E,SI1,0.616,0.58,7.897,117.77906
0.5,Ideal,H,VVS1,0.606,0.55,7.444,82.748952
0.3,Ideal,D,VS1,0.622,0.56,6.727,49.13787899999999
1.02,Premium,F,VS1,0.614,0.59,8.738,164.74233600000002
1.52,Ideal,G,VS1,0.618,0.56,9.581,253.0467
0.7,Good,H,VS2,0.634,0.6,7.781,111.327645
0.51,Ideal,G,VVS2,0.616,0.56,7.519,83.161088
1.0,Very Good,D,SI2,0.628,0.58,8.433,159.968538
0.78,Ideal,D,VS2,0.622,0.55,8.259,128.961552
0.72,Ideal,F,SI2,0.612,0.58,7.741,116.376832
0.7,Very Good,D,VS1,0.601,0.6,8.073,113.86656000000002
1.01,Premium,H,SI2,0.616,0.59,8.335,162.54882
1.03,Premium,D,SI1,0.618,0.57,8.611,170.366394
1.71,Ideal,H,SI1,0.618,0.57,9.509,283.318056
1.43,Ideal,H,VS1,0.62,0.55,9.35,235.67471200000003
1.17,Very Good,D,SI2,0.609,0.6,8.71,187.258176
0.35,Ideal,H,IF,0.605,0.56,6.892,57.977208
1.0,Ideal,G,VVS1,0.623,0.56,8.942,159.0112
0.41,Very Good,E,VS1,0.622,0.57,6.984,67.065312
1.28,Very Good,I,VS1,0.628,0.57,8.814,208.60425
0.3,Ideal,F,VVS1,0.619,0.58,6.702,48.54269999999999
0.31,Very Good,F,VS2,0.611,0.581,6.405,50.332786000000006
0.53,Good,E,SI2,0.63,0.6,7.027,84.837242
0.31,Premium,H,VVS1,0.619,0.58,6.81,50.246784
1.23,Very Good,G,VVS2,0.62,0.58,9.19,194.381594
0.55,Ideal,I,SI1,0.613,0.55,7.034,92.09174
