weight,quality,color,clarity,table_percent,price,depth_percent
0.41,Ideal,H,VS1,0.54,1.9360041029358477,0.61
1.56,Ideal,J,SI1,0.57,2.1763413664197953,0.618
0.31,Premium,G,SI1,0.56,1.8539514894845026,0.619
0.52,Ideal,G,SI1,0.55,1.9790685675330486,0.613
0.54,Good,H,SI1,0.57,1.9531694507369035,0.633
1.01,Ideal,G,SI1,0.55,2.1335745502597634,0.614
1.37,Ideal,G,VVS1,0.55,2.2438960966453663,0.626
1.5,Premium,G,SI1,0.61,2.2226757097657437,0.602
0.3,Good,H,SI1,0.55,1.7989005773794216,0.639
1.2,Ideal,I,SI1,0.6,2.1564025828159643,0.615
1.51,Good,J,VS1,0.59,2.199555192674502,0.615
0.7,Premium,F,VS1,0.6,2.0654693841129528,0.617
0.91,Premium,G,SI1,0.6,2.116857743065258,0.618
0.34,Premium,G,VS2,0.62,1.8826660279157308,0.596
0.9,Good,G,SI2,0.62,2.082935430934092,0.637
1.5,Ideal,F,SI2,0.55,2.2202898502672155,0.629
1.07,Premium,E,SI2,0.59,2.1428857142363706,0.629
1.21,Ideal,G,VS1,0.58,2.205082511632807,0.611
0.7,Ideal,G,VS1,0.56,2.0790664713497526,0.617
0.9,Very Good,I,VS1,0.58,2.0974042420540084,0.626
0.41,Ideal,J,VVS1,0.57,1.8950678807597503,0.62
0.9,Premium,D,VS2,0.62,2.1319153889405387,0.63
0.51,Premium,G,VS1,0.6,2.003100308423113,0.621
0.93,Premium,D,SI2,0.59,2.119623331312668,0.606
0.9,Ideal,H,VS1,0.57,2.1214228639199373,0.609
0.7,Premium,H,VVS2,0.58,2.0578347879257772,0.621
0.24,Ideal,I,VVS1,0.57,1.8030290614862858,0.623
0.4,Very Good,G,SI1,0.61,1.8800755502766229,0.592
1.21,Premium,J,VVS2,0.6,2.1538530391936463,0.617
0.71,Fair,D,VS2,0.73,2.050270164379556,0.556
0.5,Very Good,G,SI1,0.59,1.9571326547920522,0.633
0.29,Very Good,F,VS1,0.55,1.8282521055870808,0.63
1.13,Ideal,H,VS2,0.57,2.1641272998464784,0.62
0.9,Good,F,VS2,0.58,2.1262058456557202,0.624
0.3,Ideal,H,VVS1,0.55,1.8718021769015913,0.623
0.3,Ideal,F,VVS1,0.57,1.9024059893151186,0.622
0.9,Premium,I,VS1,0.61,2.0987538527122087,0.612
1.2,Premium,F,VS2,0.57,2.1938856760707046,0.601
0.41,Ideal,G,VS1,0.57,1.912205622303922,0.612
0.34,Very Good,I,VVS2,0.57,1.8547342683894434,0.613
0.39,Very Good,I,VVS1,0.58,1.9007633398006798,0.613
0.72,Very Good,F,VS1,0.59,2.073674946785499,0.602
0.32,Ideal,I,VS1,0.56,1.8677941555040527,0.609
0.41,Ideal,F,SI2,0.57,1.8566104415476714,0.626
0.91,Premium,I,SI2,0.59,2.0794415416798357,0.602
0.34,Very Good,F,SI2,0.61,1.808780453562358,0.617
1.03,Premium,I,SI1,0.58,2.1227404660749833,0.62
1.0,Fair,E,SI2,0.59,2.130015827642769,0.652
1.01,Ideal,G,VS2,0.58,2.174524422926528,0.615
1.06,Ideal,G,VVS2,0.563,2.1948885175386716,0.616
0.54,Very Good,E,VVS2,0.6,2.0252493125964093,0.633
0.7,Ideal,E,SI1,0.55,2.059111275206585,0.619
1.08,Premium,E,SI1,0.6,2.1614822520160453,0.596
0.5,Ideal,E,SI1,0.59,1.973803209656839,0.606
1.0,Premium,F,VS2,0.54,2.1661924680884908,0.625
0.42,Premium,G,SI1,0.58,1.8875240912124343,0.617
1.01,Good,E,SI1,0.59,2.136412437939462,0.643
0.41,Good,E,SI1,0.56,1.9179514944658145,0.636
1.2,Premium,I,VVS2,0.6,2.150598735996164,0.63
1.1,Premium,F,VS1,0.61,2.192435349493058,0.609
0.47,Ideal,E,VS1,0.55,1.9801735400211669,0.615
0.82,Ideal,F,SI2,0.57,2.0788163462859175,0.609
0.32,Ideal,H,VVS2,0.57,1.904939333938013,0.629
0.78,Very Good,F,VS1,0.57,2.0958068957661,0.606
1.2,Premium,I,SI1,0.59,2.157559320943788,0.626
1.0,Premium,H,VS2,0.6,2.1404190424036553,0.607
0.93,Very Good,J,VS2,0.56,2.1019366195072067,0.628
0.35,Ideal,I,SI2,0.55,1.8504999642506552,0.616
1.32,Premium,I,VS1,0.58,2.1352309633218773,0.624
0.64,Ideal,H,SI1,0.55,2.020089547229565,0.617
0.42,Ideal,E,SI1,0.57,1.9315214116032138,0.612
0.74,Good,J,SI1,0.64,2.031956775108092,0.599
1.02,Good,E,SI1,0.57,2.12811265114349,0.631
0.75,Premium,G,SI1,0.62,2.026963335034631,0.594
1.06,Ideal,E,SI1,0.56,2.1653898538162006,0.618
0.9,Good,E,SI1,0.61,2.0932211650882078,0.638
0.52,Good,F,VS1,0.62,2.0074083387800044,0.612
0.42,Good,E,SI1,0.56,1.8946168546677629,0.634
1.3,Ideal,G,VS1,0.56,2.179626185593598,0.624
1.51,Ideal,D,SI1,0.56,2.245803078895061,0.623
0.44,Premium,H,SI2,0.6,1.8919064178329938,0.584
0.32,Premium,I,VVS1,0.58,1.8913030995643165,0.63
0.7,Premium,E,SI1,0.58,2.0483377966285023,0.629
0.61,Premium,H,VVS2,0.59,2.0162354657760435,0.624
0.56,Ideal,H,VVS1,0.55,2.013301739175291,0.623
0.93,Ideal,I,SI1,0.57,2.0766877534832147,0.62
0.3,Ideal,E,VVS1,0.57,1.9108749501182172,0.621
2.07,Very Good,I,VS2,0.58,2.272538171641749,0.606
2.06,Premium,I,SI2,0.6,2.2500278422553697,0.627
0.51,Ideal,D,VS2,0.56,2.0273584618096105,0.612
0.42,Ideal,D,VS2,0.55,1.913534526153976,0.624
1.53,Ideal,I,VS2,0.55,2.21025048179125,0.621
1.06,Premium,H,VS1,0.6,2.1476841317760833,0.621
1.51,Good,H,VS1,0.58,2.2354832894533097,0.591
0.57,Very Good,E,SI2,0.573,1.9786538878671436,0.59
0.7,Very Good,F,SI1,0.59,2.052455676594849,0.603
1.0,Very Good,E,SI1,0.61,2.1352309633218773,0.61
2.01,Premium,J,SI2,0.5720000000000001,2.2495007219015903,0.608
0.41,Ideal,D,VS2,0.54,1.9431921729882644,0.624
0.7,Very Good,J,VS2,0.59,2.0219448353313108,0.62
0.36,Premium,F,VS2,0.6,1.8852498123153938,0.605
0.34,Ideal,H,VS2,0.57,1.8771723470761852,0.614
0.7,Very Good,H,VS2,0.55,2.0457554840250296,0.6
3.02,Fair,I,I1,0.56,2.2263517869944565,0.652
1.3,Ideal,D,SI1,0.56,2.21211318982997,0.622
1.02,Very Good,G,SI1,0.56,2.1348762485679367,0.629
0.31,Ideal,D,SI1,0.57,1.8864634046973525,0.617
1.78,Premium,H,SI2,0.61,2.2273226084934987,0.61
0.71,Very Good,J,SI1,0.57,2.0268315914075385,0.597
0.56,Ideal,D,SI1,0.56,2.0102254309911536,0.619
0.24,Very Good,F,VVS2,0.58,1.8196988379172965,0.621
0.74,Ideal,J,VS1,0.57,2.0555329966281604,0.617
1.71,Ideal,G,VS1,0.57,2.277574929989878,0.614
0.5,Good,E,SI1,0.56,1.981690886336151,0.637
0.8,Very Good,H,VVS2,0.56,2.0816890142203155,0.629
1.1,Good,G,SI2,0.61,2.12846977274719,0.605
0.31,Ideal,G,VS2,0.57,1.8791596595088884,0.614
1.09,Ideal,F,SI2,0.57,2.1394777551238953,0.612
1.04,Ideal,G,VVS2,0.551,2.1960016075912625,0.621
0.53,Ideal,E,SI2,0.57,1.965712776351493,0.63
2.01,Good,I,VS2,0.65,2.2673723372383012,0.599
0.72,Ideal,E,SI2,0.57,2.0485956615087346,0.617
0.31,Ideal,E,VS2,0.55,1.8751810773671274,0.62
0.32,Very Good,F,VS2,0.57,1.8562979903656263,0.63
0.51,Good,G,VVS2,0.56,2.020487398836165,0.576
0.62,Ideal,G,SI1,0.56,1.9952443828790802,0.616
1.24,Premium,F,SI1,0.59,2.178834285557871,0.616
1.5,Good,H,SI2,0.57,2.1886322129180145,0.643
0.38,Very Good,D,VS2,0.61,1.9125010869241836,0.588
0.71,Very Good,F,SI1,0.59,2.048982334195127,0.621
0.38,Ideal,G,SI1,0.58,1.8770193131788784,0.612
0.72,Very Good,H,SI2,0.57,2.0064675417211633,0.633
0.9,Fair,J,VS1,0.58,2.0786912602891316,0.645
0.33,Ideal,I,SI1,0.57,1.807960848566063,0.615
1.01,Very Good,F,VS2,0.59,2.1731595455535877,0.632
0.7,Fair,G,SI2,0.6,1.9821043087908785,0.691
0.3,Premium,G,VVS2,0.58,1.8761006176618058,0.626
1.08,Ideal,I,SI1,0.57,2.128945736582925,0.614
0.34,Ideal,E,VVS2,0.56,1.9067237210285761,0.609
1.26,Premium,J,VS2,0.58,2.1424163408412245,0.625
0.71,Very Good,F,SI1,0.58,2.041999246203966,0.621
0.52,Ideal,E,VS2,0.57,2.0002630438027498,0.624
0.32,Very Good,I,VVS1,0.61,1.852854568587866,0.601
0.31,Ideal,J,SI1,0.56,1.7975758545494949,0.613
1.03,Premium,F,VS2,0.59,2.1495504568249837,0.605
0.77,Fair,D,SI2,0.63,2.00269547743452,0.651
0.3,Very Good,E,VS2,0.58,1.8701084356390314,0.626
0.3,Premium,D,VS2,0.59,1.8817525077547597,0.604
1.28,Ideal,G,IF,0.56,2.2512917986064953,0.617
1.02,Ideal,G,VS1,0.57,2.173500939582508,0.622
0.35,Ideal,G,VVS2,0.57,1.8994173439345647,0.61
1.32,Ideal,I,SI1,0.57,2.1834636620861825,0.62
0.8,Premium,E,SI2,0.58,2.0776900086410297,0.599
0.37,Ideal,F,VVS1,0.56,1.9322457868612555,0.613
0.71,Premium,F,SI1,0.58,2.049368857423543,0.622
2.07,Ideal,I,VS2,0.59,2.276651710967541,0.603
0.32,Ideal,F,VS1,0.56,1.8831224752420277,0.617
0.72,Ideal,E,SI1,0.55,2.075809955445786,0.625
0.26,Very Good,H,VVS2,0.55,1.84640547034138,0.634
0.41,Ideal,F,VVS2,0.55,1.9576975467714857,0.626
0.31,Ideal,E,VS2,0.54,1.8751810773671274,0.618
1.0,Good,I,SI2,0.6,2.0980179272527715,0.639
0.4,Ideal,E,VVS1,0.57,1.9798974113434495,0.628
0.76,Ideal,F,SI2,0.55,2.066736169182282,0.615
0.23,Premium,E,VS1,0.6,1.8309801823813363,0.618
0.71,Very Good,E,SI2,0.58,2.0471765810925606,0.622
1.01,Good,I,VS2,0.63,2.1066918561699963,0.571
0.36,Ideal,D,VS2,0.55,1.8998662105539064,0.618
0.35,Premium,G,VS1,0.56,1.9182452665008296,0.612
1.03,Premium,H,VS2,0.58,2.143940999554448,0.624
1.01,Very Good,H,SI1,0.55,2.1227404660749833,0.634
1.01,Ideal,G,VS1,0.56,2.1487343681757856,0.613
1.01,Very Good,E,SI1,0.56,2.1657339102448487,0.636
1.01,Good,E,VVS1,0.59,2.2262438597373233,0.631
0.3,Ideal,E,VS1,0.57,1.923080086555413,0.616
0.36,Ideal,F,SI1,0.57,1.8424525835435732,0.611
1.21,Premium,I,VS1,0.59,2.1540850846756014,0.612
1.21,Ideal,G,VVS1,0.58,2.225488042609079,0.614
0.8,Good,F,VS2,0.55,2.096790180014449,0.632
0.97,Premium,F,VVS2,0.6,2.1770218700187,0.581
1.02,Fair,G,SI2,0.58,2.108878977333453,0.653
0.38,Ideal,I,VVS2,0.55,1.906426544206181,0.62
0.32,Very Good,G,VS1,0.6,1.8670215370618484,0.618
1.04,Good,D,SI1,0.58,2.157559320943788,0.637
0.33,Ideal,G,VS1,0.54,1.9095425048844386,0.614
0.31,Ideal,G,VVS1,0.53,1.9391732211168808,0.628
0.51,Ideal,H,IF,0.55,2.0218124288431993,0.621
0.31,Very Good,J,SI2,0.58,1.8023696483400706,0.633
0.46,Very Good,E,SI1,0.62,1.9385977643321903,0.614
0.7,Ideal,E,VVS1,0.56,2.1497835027360828,0.619
0.34,Premium,G,VS2,0.59,1.8547342683894434,0.624
2.11,Fair,I,SI1,0.6,2.265298508208029,0.672
0.72,Ideal,I,VS2,0.56,2.0954379147644353,0.614
1.16,Ideal,J,SI1,0.57,2.114205221616127,0.607
0.7,Good,I,VS2,0.58,2.0289374095060677,0.636
1.7,Premium,J,VS2,0.59,2.2196381721731195,0.628
0.9,Very Good,G,VS2,0.6,2.1240563344387873,0.605
0.41,Premium,F,VVS2,0.58,1.9576975467714857,0.601
0.42,Ideal,H,SI1,0.56,1.892057190543419,0.609
0.4,Ideal,J,VS1,0.55,1.9016596649279132,0.626
0.91,Premium,G,SI1,0.59,2.0954379147644353,0.58
1.01,Ideal,G,VS2,0.57,2.1727041721395257,0.615
1.95,Premium,H,I1,0.59,2.1431203183430187,0.603
0.71,Premium,F,VS2,0.58,2.0705269242902617,0.621
0.34,Ideal,D,SI1,0.56,1.8547342683894434,0.607
0.51,Premium,F,VS2,0.58,1.9961957930765688,0.624
0.4,Good,F,SI1,0.58,1.8767131751082187,0.633
2.01,Premium,I,SI2,0.61,2.2488678104880577,0.582
0.41,Ideal,J,VVS1,0.57,1.9318112246758117,0.62
0.57,Ideal,E,VVS2,0.57,2.054508275134624,0.62
0.62,Ideal,G,VS1,0.57,2.0371862287827223,0.618
0.99,Ideal,F,VS1,0.55,2.1622880074553232,0.61
0.64,Premium,D,SI2,0.54,2.0106272256794764,0.628
0.24,Very Good,F,VVS1,0.56,1.8578592709325787,0.603
0.93,Good,F,SI2,0.62,2.0948226437181385,0.613
1.19,Very Good,H,SI2,0.58,2.1312034762384253,0.633
1.07,Ideal,H,SI1,0.56,2.1485010776113307,0.61
2.01,Premium,G,VS2,0.58,2.2820762163625052,0.614
0.57,Good,F,VS2,0.62,2.002020394711251,0.628
0.58,Premium,D,SI1,0.58,2.0199568948449436,0.602
0.31,Premium,G,VS2,0.58,1.8791596595088884,0.609
0.78,Very Good,F,SI2,0.57,2.057962510002712,0.63
0.3,Very Good,H,VS1,0.61,1.8349785883480316,0.604
0.33,Very Good,F,VVS1,0.56,1.9104309989455537,0.619
1.01,Very Good,F,VS2,0.6,2.1640124431301055,0.585
0.5,Ideal,F,IF,0.57,2.052969221348721,0.612
0.51,Very Good,E,SI1,0.54,1.9838938336679197,0.613
0.26,Ideal,G,VVS1,0.56,1.8570789353486976,0.623
0.7,Premium,H,SI2,0.59,2.0371862287827223,0.628
0.38,Ideal,F,VS2,0.57,1.9154509415706047,0.612
0.9,Very Good,D,SI2,0.61,2.0906287310704004,0.59
2.01,Ideal,E,SI2,0.57,2.281361456542419,0.622
1.5,Premium,I,SI2,0.57,2.191765257888802,0.628
0.43,Premium,G,SI1,0.58,1.927891643552635,0.604
0.6,Ideal,G,IF,0.55,2.0588561080707275,0.622
0.3,Premium,D,VS2,0.6,1.919126065148496,0.603
0.41,Ideal,G,VS2,0.59,1.9385977643321903,0.614
0.31,Ideal,F,VS2,0.57,1.8622179328766164,0.613
2.22,Ideal,G,SI2,0.57,2.2673723372383012,0.609
0.4,Premium,E,VS1,0.58,1.9496175538436353,0.601
0.72,Ideal,J,VVS2,0.58,2.0369254045767575,0.609
0.4,Premium,F,VS2,0.59,1.943764992708925,0.593
0.35,Good,E,SI2,0.55,1.8526977673331346,0.64
0.31,Ideal,H,VVS1,0.54,1.8767131751082187,0.62
0.3,Ideal,H,SI1,0.55,1.8097630936676299,0.621
1.01,Very Good,H,SI1,0.6,2.138653401311682,0.618
1.02,Good,G,I1,0.59,2.048982334195127,0.574
0.91,Ideal,H,SI1,0.57,2.103890222082146,0.624
0.31,Ideal,F,VS2,0.56,1.9001653430718415,0.628
0.34,Very Good,D,SI2,0.61,1.8292158062720085,0.607
0.32,Ideal,G,VS1,0.56,1.8670215370618484,0.612
0.43,Ideal,F,SI1,0.54,1.934993637313963,0.617
1.21,Very Good,G,VS2,0.58,2.192770226986839,0.62
0.96,Premium,D,SI2,0.61,2.1234584270966104,0.601
0.82,Good,J,SI1,0.59,2.0371862287827223,0.574
0.3,Ideal,E,VS2,0.57,1.8701084356390314,0.618
0.32,Very Good,F,VS2,0.57,1.8946168546677629,0.633
0.43,Premium,D,VVS1,0.58,2.0033701047285404,0.596
1.0,Premium,F,SI1,0.6,2.1223812921710925,0.631
1.07,Ideal,E,VVS2,0.57,2.223433654688608,0.617
1.51,Ideal,F,VS2,0.53,2.2534998853035546,0.622
0.74,Very Good,E,SI2,0.56,2.039530590366995,0.617
1.11,Premium,F,VS1,0.59,2.1904237261057156,0.607
1.27,Very Good,F,VS2,0.61,2.2079446888399246,0.607
0.31,Premium,G,SI1,0.58,1.8141730640649552,0.621
0.43,Ideal,F,VVS1,0.55,1.9823798288367047,0.623
0.38,Ideal,G,SI1,0.57,1.863149465314728,0.61
0.31,Good,F,VS2,0.59,1.8899443011367858,0.637
1.04,Premium,G,SI1,0.55,2.1408893539937472,0.626
1.21,Premium,E,SI1,0.57,2.168138996441123,0.63
0.55,Ideal,E,VS2,0.57,2.0078112667285084,0.603
0.4,Ideal,E,VS1,0.56,1.9400357858627129,0.616
0.31,Premium,E,VS1,0.6,1.9138295984488285,0.626
0.51,Premium,F,VS2,0.58,2.0001277349601105,0.614
0.31,Premium,G,VS1,0.58,1.9001653430718415,0.628
0.4,Premium,F,VS1,0.58,1.9300710850255671,0.614
1.21,Ideal,I,VVS2,0.56,2.180869334309949,0.627
0.9,Very Good,E,VS2,0.6,2.1349945008000852,0.606
0.72,Very Good,G,SI2,0.58,2.043425687475466,0.633
1.01,Premium,F,SI2,0.59,2.1273980251006908,0.622
0.3,Premium,I,SI1,0.59,1.828894675890315,0.609
0.52,Premium,D,VS2,0.58,2.012366472890268,0.618
0.24,Ideal,E,SI1,0.56,1.8222886742628779,0.625
1.31,Premium,J,SI1,0.62,2.1294214739848565,0.602
1.01,Very Good,I,SI2,0.57,2.142064166158944,0.634
1.0,Premium,G,SI2,0.59,2.1260865495028796,0.618
1.51,Premium,H,SI1,0.6,2.220506981958439,0.613
1.01,Good,H,SI1,0.56,2.128945736582925,0.605
0.5,Ideal,H,SI1,0.56,1.9514661146259946,0.62
1.01,Fair,D,SI2,0.57,2.1115456455803683,0.647
1.5,Good,I,SI1,0.56,2.1841393377875638,0.642
0.55,Ideal,H,IF,0.55,2.0358814269274563,0.617
1.04,Very Good,F,VS2,0.57,2.1707665183731977,0.59
0.42,Ideal,G,IF,0.54,1.968789271576241,0.623
0.72,Ideal,E,VS1,0.56,2.096052807485033,0.612
0.58,Ideal,G,VS2,0.56,2.0111627009265414,0.619
0.42,Ideal,D,SI1,0.54,1.8923586677841708,0.621
1.0,Very Good,F,VS2,0.6,2.174524422926528,0.611
1.26,Ideal,F,IF,0.57,2.253709925211909,0.626
0.5,Fair,G,VS1,0.63,1.9651523952777084,0.657
0.54,Good,D,VS1,0.56,2.0241930674493576,0.632
1.1,Premium,H,SI1,0.58,2.1540850846756014,0.596
0.41,Ideal,E,VS1,0.55,1.9483357762701516,0.604
0.53,Ideal,F,VS2,0.56,2.0107611213749297,0.611
0.31,Good,G,SI1,0.57,1.8141730640649552,0.632
0.5,Very Good,E,VS2,0.57,1.9957881566825826,0.624
0.3,Ideal,E,VVS2,0.57,1.9345602678597262,0.602
0.33,Premium,G,VS2,0.59,1.888734928351441,0.619
0.48,Premium,F,VS2,0.59,1.9692080612801353,0.601
1.01,Good,E,SI2,0.55,2.1190227667639583,0.638
1.02,Very Good,I,SI1,0.58,2.1133597598832967,0.604
0.7,Premium,D,SI1,0.58,2.055789013014607,0.608
0.34,Premium,G,SI1,0.59,1.8292158062720085,0.597
0.71,Ideal,D,SI1,0.56,2.0744289998562917,0.608
0.9,Ideal,H,VS1,0.56,2.1345214079467905,0.619
2.2,Ideal,I,VS1,0.57,2.264052143277262,0.614
0.51,Very Good,E,VVS2,0.58,2.0322188983074962,0.6
0.53,Ideal,F,IF,0.54,2.0716613543608737,0.619
1.2,Premium,I,VS2,0.61,2.156286835376747,0.626
1.01,Ideal,G,SI2,0.57,2.1167373264235327,0.633
1.52,Ideal,E,SI1,0.56,2.247706431484056,0.62
0.24,Very Good,E,VS2,0.57,1.7757994496493257,0.645
0.32,Very Good,F,VVS1,0.59,1.9214710757497122,0.619
1.5,Premium,G,VS1,0.59,2.25695991496777,0.612
2.03,Very Good,G,SI1,0.54,2.2850319337464566,0.617
0.5,Premium,G,SI2,0.58,1.9335483414994328,0.619
1.01,Good,F,SI1,0.6,2.123578037167921,0.642
0.78,Ideal,E,SI1,0.56,2.065342617300334,0.627
0.7,Premium,G,VVS2,0.59,2.074805813275308,0.629
0.7,Premium,F,VS2,0.56,2.0645816787728117,0.625
1.11,Ideal,G,VS1,0.57,2.1973356822749484,0.614
0.7,Very Good,E,VS2,0.57,2.0619138248116196,0.625
1.04,Very Good,F,SI1,0.54,2.15373699625763,0.629
0.41,Very Good,E,VS1,0.59,1.9182452665008296,0.604
0.9,Very Good,E,VVS2,0.6,2.168710784437718,0.622
1.53,Premium,H,VVS2,0.6,2.2397517838224767,0.604
1.02,Good,D,SI1,0.54,2.1312034762384253,0.643
0.36,Premium,E,VS2,0.58,1.9345602678597262,0.62
1.0,Fair,G,VVS2,0.55,2.130491056355527,0.669
1.01,Very Good,G,SI1,0.58,2.1352309633218773,0.602
0.55,Ideal,D,VS1,0.56,2.043684821967717,0.613
1.18,Premium,G,SI1,0.59,2.1523434296635027,0.621
1.37,Premium,J,SI2,0.59,2.1485010776113307,0.619
1.01,Fair,G,VS2,0.54,2.1177002537969263,0.657
0.62,Ideal,F,VS1,0.54,2.052327249188264,0.62
1.5,Very Good,H,VS2,0.57,2.2225673850080145,0.634
0.37,Ideal,F,SI1,0.54,1.8598852982756555,0.624
1.21,Very Good,F,VS2,0.58,2.1933281070570962,0.635
0.36,Premium,E,VS2,0.58,1.8977697737273784,0.618
1.02,Premium,G,VS1,0.58,2.172476407647025,0.608
1.11,Premium,I,I1,0.59,2.0876576964511764,0.618
0.55,Ideal,F,VS1,0.56,2.026963335034631,0.619
1.02,Fair,D,SI1,0.57,2.1269213238641576,0.706
1.0,Very Good,D,VS2,0.57,2.165504552445678,0.634
0.53,Premium,D,SI1,0.58,2.0010745126057308,0.61
1.05,Very Good,I,VS2,0.59,2.141476932599289,0.624
2.06,Premium,I,SI1,0.6,2.268200666132215,0.608
1.24,Very Good,G,SI1,0.59,2.1713368063840917,0.618
0.91,Very Good,J,SI1,0.59,2.0784410413462524,0.628
0.81,Ideal,F,SI2,0.54,2.0824370506596344,0.624
2.05,Premium,I,VS2,0.58,2.2757276388241627,0.608
0.73,Very Good,F,VS2,0.6,2.057323736426217,0.589
0.6,Ideal,E,VVS1,0.537,2.0835580571916754,0.62
0.4,Ideal,H,VVS1,0.54,1.9447666383532343,0.62
0.71,Good,I,VS2,0.63,2.044850096910217,0.643
0.9,Ideal,H,SI2,0.55,2.1155323618241897,0.621
0.91,Premium,F,SI1,0.56,2.1034021791246795,0.626
1.02,Very Good,G,SI2,0.6,2.1262058456557202,0.631
1.17,Good,D,SI2,0.65,2.1546649629174235,0.604
0.51,Very Good,D,SI1,0.56,1.9957881566825826,0.628
0.79,Premium,I,SI1,0.6,2.0474347455447495,0.618
1.56,Very Good,J,SI2,0.63,2.180756384628912,0.583
1.27,Ideal,G,VS1,0.57,2.2120037147628073,0.596
1.72,Very Good,G,SI2,0.59,2.227646006329552,0.624
0.71,Premium,I,SI1,0.58,2.03914024490631,0.602
2.03,Very Good,I,VS2,0.57,2.2780874613936453,0.599
1.21,Very Good,H,SI1,0.6,2.1840267568699105,0.596
2.01,Very Good,I,SI1,0.63,2.264363880173848,0.589
1.18,Premium,G,VVS2,0.58,2.2124415431410798,0.616
0.71,Very Good,H,VVS1,0.59,2.077564781666976,0.627
1.07,Good,E,SI2,0.62,2.12835074638271,0.6
0.32,Ideal,G,VVS2,0.57,1.923080086555413,0.606
0.57,Very Good,F,VVS2,0.58,2.045884758150993,0.626
0.4,Good,D,VS2,0.56,1.897169983635923,0.635
0.4,Premium,E,VS2,0.59,1.9289093073752885,0.593
0.77,Premium,F,VS1,0.6,2.074177712004737,0.609
1.04,Premium,F,SI1,0.57,2.156286835376747,0.628
0.92,Premium,H,SI1,0.58,2.1052311133661292,0.622
1.14,Ideal,G,VS2,0.56,2.1840267568699105,0.618
1.54,Premium,F,SI1,0.58,2.21952951785672,0.628
0.9,Good,J,SI2,0.56,2.066609562864458,0.639
0.5,Premium,D,SI2,0.6,1.9561433253353424,0.585
0.52,Premium,F,SI1,0.59,1.9479081517179864,0.62
0.3,Ideal,F,VS1,0.55,1.9077631449843613,0.62
0.56,Ideal,F,VS2,0.57,2.0096894534893774,0.6
0.71,Very Good,E,VS2,0.56,2.0714093699825717,0.607
0.7,Ideal,G,SI1,0.57,2.0551488491107914,0.605
1.0,Premium,F,SI2,0.59,2.1290646921531597,0.582
1.04,Fair,D,SI2,0.56,2.1269213238641576,0.649
0.4,Very Good,G,SI1,0.5529999999999999,1.8988185415214627,0.623
0.27,Ideal,H,VS2,0.57,1.8296973085684471,0.605
1.0,Very Good,D,SI1,0.58,2.142181571501022,0.628
0.29,Ideal,H,VS2,0.55,1.826321913577166,0.627
0.34,Ideal,E,VS2,0.56,1.9261446639264976,0.624
0.44,Ideal,E,SI1,0.56,1.9016596649279132,0.626
2.01,Premium,H,SI2,0.59,2.2695452389158457,0.63
0.51,Ideal,D,VS1,0.57,2.0324809528163335,0.616
0.75,Premium,I,SI1,0.58,2.0461432562783215,0.591
1.56,Ideal,H,VS2,0.56,2.2472837772089562,0.622
2.02,Premium,I,SI2,0.59,2.2587376932137695,0.594
0.42,Ideal,D,VVS2,0.55,1.9790685675330486,0.621
0.32,Ideal,H,VVS2,0.56,1.8670215370618484,0.612
0.3,Premium,E,SI1,0.6,1.8349785883480316,0.6
1.08,Premium,I,VS1,0.57,2.13912454384101,0.625
1.0,Fair,D,SI1,0.54,2.1348762485679367,0.659
0.41,Very Good,E,SI1,0.55,1.8911522131060898,0.624
1.68,Premium,I,SI1,0.59,2.221917189926591,0.615
0.41,Good,E,SI1,0.57,1.8806856784224564,0.631
1.13,Ideal,H,SI2,0.57,2.1051092884284137,0.606
0.33,Premium,H,VS1,0.61,1.888734928351441,0.6
1.0,Premium,E,SI2,0.62,2.1214228639199373,0.61
1.01,Premium,G,VVS2,0.59,2.1818853077562608,0.612
0.52,Premium,H,VS1,0.6,1.9964674583865798,0.592
0.32,Ideal,H,VVS2,0.55,1.8670215370618484,0.62
0.4,Premium,D,SI2,0.59,1.8719560112223317,0.604
0.41,Ideal,G,VS1,0.57,1.9170696601935016,0.616
1.06,Premium,D,VS2,0.6,2.185264450417503,0.596
0.72,Very Good,E,VS2,0.58,2.0769384114617173,0.632
0.51,Premium,D,VS2,0.58,2.0155694650854254,0.619
1.01,Premium,G,VS2,0.59,2.158599242465664,0.602
1.01,Very Good,D,SI2,0.56,2.145931282948669,0.64
0.32,Ideal,H,VS1,0.56,1.8343399167631733,0.627
1.0,Very Good,F,VS2,0.55,2.1698533805400873,0.629
1.54,Premium,G,SI2,0.58,2.1853768920885046,0.62
0.31,Ideal,D,VS2,0.56,1.8869181224012845,0.625
1.51,Very Good,F,VVS2,0.61,2.277574929989878,0.613
0.7,Very Good,G,SI1,0.58,2.033004855906247,0.607
1.1,Premium,D,SI1,0.61,2.1554762279558335,0.588
0.36,Ideal,E,VS2,0.56,1.8977697737273784,0.619
1.11,Very Good,G,SI2,0.56,2.1384177467801333,0.632
0.3,Very Good,G,VS1,0.59,1.8570789353486976,0.628
1.0,Good,H,SI1,0.6,2.1348762485679367,0.637
0.37,Very Good,D,SI1,0.56,1.8754876847587674,0.623
0.31,Ideal,D,VS2,0.55,1.8869181224012845,0.612
0.3,Ideal,E,VVS2,0.57,1.9249783130142777,0.613
0.7,Premium,H,VS2,0.58,2.0417396744958243,0.608
